Brand,Store Number,Store Name,Ownership Type,Street Address,City,State/Province,Country,Postcode,Phone Number,Timezone,Longitude,Latitude
Starbucks,4558-95730,Jericho Corner Shopping Centre,Company Owned,7150 200th Street,Langley,BC,CA,V2Y 3B9,604-539-8513,GMT-08:00 America/Vancouver,-122.67,49.13
Starbucks,27236-246106,Langley City Square,Company Owned,"19898 Langley Bypass, 100",Langley,BC,CA,V3A 4Y1,6042177393,GMT-08:00 America/Vancouver,-122.67,49.11
Starbucks,4727-103669,Dewdney Trunk & 240th,Company Owned,23981 Dewdney Trunk Road,Maple Ridge,BC,CA,V4R 1W1,604-463-4859,GMT-08:00 America/Vancouver,-122.56,49.22
Starbucks,147-19,Valley Fair Mall,Company Owned,"22709 Lougheed Highway, Unit 490, Maple Ridge Plaza",Maple Ridge,BC,CA,V2X 2V5,(604) 466-9576,GMT-08:00 America/Vancouver,-122.59,49.22
Starbucks,4529-94428,Dewdney & 227th - Maple Ridge,Company Owned,"22645 Dewdney Trunk Rd, Unit 100, Westgate Centre Bldg.G",Maple Ridge,BC,CA,V2X 3K1,604-463-1320,GMT-08:00 America/Vancouver,-122.59,49.22
Starbucks,195-954,Westgate Cntr/Mpl Rdg,Company Owned,"20395 Lougheed Highway, 590",Maple Ridge,BC,CA,V2X 2P9,(604) 460-7233,GMT-08:00 America/Vancouver,-122.66,49.22
Starbucks,74146-28935,Safeway-Maple Ridge #198,Licensed,"20201 Lougheed Hwy., 300",Maple Ridge,BC,CA,V2X 2P6,604-460-1553,GMT-08:00 America/Vancouver,-122.66,49.22
Starbucks,4826-108633,DeWolf & Voght - Merritt,Company Owned,3623 DeWolf Way,Merritt,BC,CA,V1K 1C4,250-378-2921,GMT-08:00 America/Vancouver,-120.76,50.12
Starbucks,79694-120227,Safeway Mission  - #142,Licensed,"32520 Lougheed Hwy, Mission Junction Shopping Centre",Mission,BC,CA,V2V 1A5,6048265369,GMT-08:00 America/Vancouver,-122.32,49.13
Starbucks,4345-791,Mission Junction Shopping Center,Company Owned,"32555 London Ave, Unit 370, Metral Station",Mission,BC,CA,V2V 6M7,604-820-0025,GMT-08:00 America/Vancouver,-122.32,49.13
Starbucks,4987-133207,Metral Station - Nanaimo,Company Owned,"6334 Metral Drive, Terminal Shopping Centre",Nanaimo,BC,CA,V9T 2L8,250-390-9861,GMT-08:00 America/Vancouver,-124.04,49.23
Starbucks,4741-100791,Terminal SC @ Princess Ave-Nanaimo,Company Owned,"1150 North Terminal Avenue, 101, University Village",Nanaimo,BC,CA,V9S 5L6,250-716-7828,GMT-08:00 America/Vancouver,-123.95,49.18
Starbucks,4989-133209,University Village - Nanaimo,Company Owned,"540 5th Street, 103, Departure Bay Ferry Terminal",Nanaimo,BC,CA,V9R 1P1,250-754-6552,GMT-08:00 America/Vancouver,-123.95,49.16
Starbucks,4964-133208,Departure Bay Ferry Terminal,Company Owned,680 TransCanada Highway,Nanaimo,BC,CA,V9S 5R1,(250) 754-1594,GMT-08:00 America/Vancouver,-123.96,49.19
Starbucks,16811-163345,Port Place Mall-Nanaimo,Company Owned,"650 Terminal Ave, 104, Country Club Centre",Nanaimo,BC,CA,V9R 5E2,2507167280,GMT-08:00 America/Vancouver,-123.93,49.16
Starbucks,4554-95426,Country Club Centre,Company Owned,3200 Island Highway,Nanaimo,BC,CA,V9T 1W1,250-758-5955,GMT-08:00 America/Vancouver,-124.01,49.21
Starbucks,4393-22801,Woodgrove Chapters,Company Owned,6650 Mary Ellen Drive,Nanaimo,BC,CA,V9T 4T7,250/390-9094,GMT-08:00 America/Vancouver,-124.05,49.24
Starbucks,74845-100503,Safeway - Nelson #133,Licensed,211 Anderson Street,Nelson,BC,CA,V1L 3X8,250-352-9710,GMT-08:00 America/Vancouver,-117.28,49.5
Starbucks,79718-128727,Safeway-New Westminster #58,Licensed,800 McBride Boulevard,New Westminster,BC,CA,V3L 2B8,,GMT-08:00 America/Vancouver,-122.91,49.22
Starbucks,4810-107004,E. Columbia & Sherbrooke,Company Owned,411 East Columbia Street,New Westminster,BC,CA,V3L 3X3,604-522-7573,GMT-08:00 America/Vancouver,-122.89,49.23
Starbucks,16633-168428,Safeway-New Westminster #82,Licensed,898 Carnarvon St,New Westminster,BC,CA,V3L0A5,604-522-2019,GMT-08:00 America/Vancouver,-122.9,49.21
Starbucks,181-233,Westminster Mall,Company Owned,"555 6th Street, Plaza 88",New Westminster,BC,CA,V3L 5H1,(604) 520-6011,GMT-08:00 America/Vancouver,-122.92,49.21
Starbucks,17113-113925,Shops at NewWest,Company Owned,"331-800 Carnarvon St, Royal Square Mall",New Westminster,BC,CA,V3M 0G3,604-549-4919,GMT-08:00 America/Vancouver,-122.91,49.2
Starbucks,137-22,Royal Square,Company Owned,"800 McBride Blvd., Unit #21, Queensborough Landing Shopping Centre",New Westminster,BC,CA,V3L 2B8,(604) 525-5277,GMT-08:00 America/Vancouver,-122.91,49.22
Starbucks,4599-96885,Queensborough Landing,Company Owned,"805 Boyd St, 150, The Village at Sapperton",New Westminster,BC,CA,V3M 5X2,604-523-9278,GMT-08:00 America/Vancouver,-122.95,49.19
Starbucks,19783-136269,The Brewery District-New West,Company Owned,289 Nelson's Court,New Westminster,BC,CA,V3L 0E3,6045261599,GMT-08:00 America/Vancouver,-122.89,49.22
Starbucks,74889-99486,Save-on-Food - New Westminster,Licensed,"610 6th St, Columbia Square Plaza",New Westminster,BC,CA,V3L 3C2,604-520-5937,GMT-08:00 America/Vancouver,-122.92,49.21
Starbucks,7149-136086,Columbia Square Plaza,Company Owned,"1005 Columbia Street, 110",New Westminster,BC,CA,V3M 3X3,604-522-3002,GMT-08:00 America/Vancouver,-122.92,49.2
Starbucks,4204-31,6th & Columbia,Company Owned,601 Columbia,New Westminster,BC,CA,V3M 1A7,604-527-7978,GMT-08:00 America/Vancouver,-122.91,49.2
Starbucks,182-143,13th & Lonsdale,Company Owned,1323 Lonsdale Avenue,North Vancouver,BC,CA,V7M 2H7,(604) 983-0976,GMT-08:00 America/Vancouver,-123.07,49.32
Starbucks,161-190,Park & Tilford,Company Owned,"333 Brooksbank Ave., #510",North Vancouver,BC,CA,V7J 2S8,(604) 986-4255,GMT-08:00 America/Vancouver,-123.04,49.31
Starbucks,172-237,Lynn Valley,Company Owned,2990 Mountain Highway,North Vancouver,BC,CA,V7J 3H2,(604) 986-6153,GMT-08:00 America/Vancouver,-123.04,49.34
Starbucks,79607-97796,Safeway-North Vancouver #23,Licensed,"2601 Westview Dr, #780",North Vancouver,BC,CA,V7N 3X4,,GMT-08:00 America/Vancouver,-123.09,49.33
Starbucks,4919-125004,1331 Main Street,Company Owned,1331 Main Street,North Vancouver,BC,CA,V7J 3J7,(604) 929-6047,GMT-08:00 America/Vancouver,-123.04,49.31
Starbucks,4728-103755,Lonsdale Ave & 17th,Company Owned,"1701 Lonsdale Avenue, Capilano Mall",North Vancouver,BC,CA,V7M 2J6,604-904-9480,GMT-08:00 America/Vancouver,-123.07,49.32
Starbucks,4440-75600,Capilano Mall,Company Owned,"935 Marine Drive, Unit 53, Lonsdale Quay",North Vancouver,BC,CA,V7P 1S3,604/986-6206,GMT-08:00 America/Vancouver,-123.1,49.32
Starbucks,4563-96073,Lonsdale Quay,Company Owned,"145 Chadwick Court, #151",North Vancouver,BC,CA,V7M 3K1,604-924-0301,GMT-08:00 America/Vancouver,-123.08,49.31
Starbucks,74965-103271,Safeway - North Vancouver #162,Licensed,1175 Mt Seymour Road,North Vancouver,BC,CA,V7H 2Y4,,GMT-08:00 America/Vancouver,-122.97,49.32
Starbucks,180-240,Deep Cove,Company Owned,391 North Dollarton,North Vancouver,BC,CA,V7G 1M9,(604) 929-5962,GMT-08:00 America/Vancouver,-122.95,49.31
Starbucks,170-49,Edgemont,Company Owned,3127 Edgemont Boulevard,North Vancouver,BC,CA,V7R 2N7,(604) 985-8750,GMT-08:00 America/Vancouver,-123.1,49.34
Starbucks,4714-101455,Lonsdale & 29th,Company Owned,2925 Lonsdale Avenue,North Vancouver,BC,CA,V7N 3J3,604-984-7969,GMT-08:00 America/Vancouver,-123.07,49.34
Starbucks,141-227,Pemberton Plaza,Company Owned,1290 Marine Drive,North Vancouver,BC,CA,V7P 1T2,(604) 987-1191,GMT-08:00 America/Vancouver,-123.11,49.32
Starbucks,4707-101288,Lonsdale Ave & 3rd St,Company Owned,"273 Lonsdale Ave, Mills Road Plaza",North Vancouver,BC,CA,V7M 2E9,604-904-8681,GMT-08:00 America/Vancouver,-123.08,49.31
Starbucks,4643-99833,Island Hwy & Mills Rd,Company Owned,382 E Island Highway,Parksville,BC,CA,V9P 1K8,250-248-9720,GMT-08:00 America/Vancouver,-124.3,49.32
Starbucks,74378-92181,Safeway-Penticton #153,Licensed,1301 Main Street,Penticton,BC,CA,V2A 5E9,2504872103,GMT-08:00 America/Vancouver,-119.59,49.48
Starbucks,4616-98531,Main St & Front St - Penticton,Company Owned,202 Main Street,Penticton,BC,CA,V2A 5B2,250-770-1643,GMT-08:00 America/Vancouver,-119.59,49.5
Starbucks,4224-44,Cherry Lane - Penticton,Company Owned,2111 Main Street,Penticton,BC,CA,V2A 6V1,(250) 492-9133,GMT-08:00 America/Vancouver,-119.58,49.47
Starbucks,4972-104887,Hwy 97 & Riverside Dr - Penticton,Company Owned,300 Riverside Drive,Penticton,BC,CA,V2A 5Y5,(250) 492-6133,GMT-08:00 America/Vancouver,-119.62,49.5
Starbucks,4269-1257,Meadowvale,Company Owned,"19184 Lougheed Hwy, Pacific Rim Station",Pitt Meadows,BC,CA,V3Y 2H6,(604) 460-2053,GMT-08:00 America/Vancouver,-122.69,49.23
Starbucks,4686-99705,Pacific Rim Station-Pt Alberni D/T,Company Owned,101-3555 Johnston Rd,Port Alberni,BC,CA,V9Y 8K2,250-723-5242,GMT-08:00 America/Vancouver,-124.79,49.27
Starbucks,4415-45260,Shaughnessy Street,Company Owned,"2564 Shaughnessy Street, #101",Port Coquitlam,BC,CA,V3C 3G4,604-552-0674,GMT-08:00 America/Vancouver,-122.78,49.26
Starbucks,18235-152330,Fremont Village - Coquitlam,Company Owned,2160 Hawkins Street,Port Coquitlam,BC,CA,V3B 0G6,604-942-0939,GMT-08:00 America/Vancouver,-122.74,49.25
Starbucks,4682-100790,Oxford & Lougheed,Company Owned,2840 Oxford Street,Port Coquitlam,BC,CA,V3B 5L7,604-464-0399,GMT-08:00 America/Vancouver,-122.77,49.26
Starbucks,74462-95599,Safeway-Port Coquitlam #93,Licensed,1100-2850 Shaughnessy St,Port Coquitlam,BC,CA,V3C 6K5,6049454072,GMT-08:00 America/Vancouver,-122.78,49.27
Starbucks,27291-246105,Broadway Junction,Company Owned,"1502 Broadway Street, 3170",Port Coquitlam,BC,CA,V3C 0G1,2368881674,GMT-08:00 America/Vancouver,-122.76,49.24
Starbucks,4895-104704,Suter Brook Village,Company Owned,176 Brew St,Port Moody,BC,CA,V3H 0E7,(604) 461-3922,GMT-08:00 America/Vancouver,-122.83,49.28
Starbucks,143-17,Heritage Mountain,Company Owned,330-221 Ioco Road,Port Moody,BC,CA,V3H 4H2,(604) 469-3318,GMT-08:00 America/Vancouver,-122.83,49.28
Starbucks,126-170,Port Moody,Company Owned,2350 St Johns S,Port Moody,BC,CA,V3H 2A9,(604) 939-5755,GMT-08:00 America/Vancouver,-122.86,49.28
Starbucks,79575-106737,Safeway - Powell River #182,Licensed,7040 Barnet St,Powell River,BC,CA,V8A 2A1,,GMT-08:00 America/Vancouver,-124.52,49.84
Starbucks,4705-101307,Town Ctr Mall-Powell River,Company Owned,"7065 Barnet Street, Spruceland Shopping Centre",Powell River,BC,CA,V8A 1Z9,604-485-1270,GMT-08:00 America/Vancouver,-124.52,49.84
Starbucks,4419-58659,Spruceland,Company Owned,"643  West Central Street, City Gate Centre",Prince George,BC,CA,V2M 3C6,250/614-1811,GMT-08:00 America/Vancouver,-122.78,53.92
Starbucks,4590-97211,West Central & 15th Avenue - PG,Company Owned,"1477 West Central, College Heights Plaza",Prince George,BC,CA,V2M 5S5,250-561-2532,GMT-08:00 America/Vancouver,-122.78,53.91
Starbucks,4452-79463,College Heights,Company Owned,"5212 Domano Blvd, Ste 100",Prince George,BC,CA,V2N 4A1,250-906-0001,GMT-08:00 America/Vancouver,-122.78,53.87
Starbucks,4042-138017,Ramada Plaza Prince George,Licensed,"444 George St, Pine Centre Mall",Prince George,BC,CA,V2L 1R6,250-561-5680,GMT-08:00 America/Vancouver,-122.74,53.91
Starbucks,4746-101457,Pine Ctre -Prince George,Company Owned,"3161 Massey Drive, 101",Prince George,BC,CA,V2N 2S9,250-562-4272,GMT-08:00 America/Vancouver,-122.78,53.9
Starbucks,74759-97791,Safeway-Prince Rupert #78,Licensed,200 2nd Ave W,Prince Rupert,BC,CA,V8J 1G5,2506242412,GMT-08:00 America/Vancouver,-130.32,54.31
Starbucks,70370-128726,Safeway-Quesnel #71,Licensed,"445 Reid St, Revelstoke",Quesnel,BC,CA,V2J 2M7,,GMT-08:00 America/Vancouver,-122.5,52.98
Starbucks,25806-242506,Revelstoke Trans Canada,Company Owned,"1872 Trans Canada Highway, PO Box 910",Revelstoke,BC,CA,V0E 2S0,250-200-0265,GMT-08:00 America/Vancouver,-118.22,51.01
Starbucks,79539-97379,Safeway-Richmond #191,Licensed,"8671 # Road, Ironwood Plaza",Richmond,BC,CA,V7C 1V2,,GMT-08:00 America/Vancouver,-123.18,49.15
Starbucks,4429-65420,Ironwood Plaza,Company Owned,"11660-11688 Steveston Hwy, CRU #9",Richmond,BC,CA,V7A 1N6,604/241-5900,GMT-08:00 America/Vancouver,-123.09,49.13
Starbucks,163-250,Ackroyd,Company Owned,"8111 Ackroyd Road, #140, Imperial Landing",Richmond,BC,CA,V6X 3J9,(604) 279-9676,GMT-08:00 America/Vancouver,-123.14,49.17
Starbucks,4687-100789,Steveston - No. 1 & Bayview,Company Owned,"4010 Bayview Street, 105, Vancouver International Airport",Richmond,BC,CA,V7E 6T5,604-204-0288,GMT-08:00 America/Vancouver,-123.18,49.12
Starbucks,72345-6248,"YVR Vancouver Flagship, Level 3",Licensed,3211 Grant McConnachie Way,Richmond,BC,CA,V7B 1X7,604-231-3731,GMT-08:00 America/Vancouver,-123.18,49.19
Starbucks,4466-86440,Bridgeport & Sweden,Company Owned,"12571 Bridgeport Rd, Suite 104",Richmond,BC,CA,V6V 1J4,604-279-9328,GMT-08:00 America/Vancouver,-123.08,49.19
Starbucks,4849-103752,Bridgeport & No 3 Road,Company Owned,8525 Sea Island Way,Richmond,BC,CA,V6X 0A8,604-247-0717,GMT-08:00 America/Vancouver,-123.13,49.19
Starbucks,2026-107084,Sherton Vancouver Airport,Licensed,"Westminster Highway & Minoru Blvd, Vancouver International Airport",Richmond,BC,CA,V6X 1A3,604-273-7878,GMT-08:00 America/Vancouver,-123.14,49.17
Starbucks,72416-3788,YVR Vancouver Pier C,Licensed,3211 Grant McConnachie Way,Richmond,BC,CA,V7B 1X7,604-231-3731,GMT-08:00 America/Vancouver,-123.18,49.19
Starbucks,178-78,Blundell,Company Owned,8100 No. 2 Road,Richmond,BC,CA,V7C 3M2,(604) 241-7842,GMT-08:00 America/Vancouver,-123.16,49.15
Starbucks,75952-106531,YVR West Chevron,Licensed,"3211 Grant McConachie Way, Vancouver International Airport",Richmond,BC,CA,V7B 1X8,,GMT-08:00 America/Vancouver,-123.18,49.19
Starbucks,72343-6246,YVR Vancouver Main/DTB,Licensed,3211 Grant McConnachie Way,Richmond,BC,CA,V7B 1X7,604-231-3731,GMT-08:00 America/Vancouver,-123.18,49.2
Teavana,28460-250202,Teavana - Richmond Centre,Company Owned,"1400 - 6551 No. 3 Rd., Unit 1612",Richmond,BC,CA,V6Y 2B6,604-270-4010,GMT-08:00 America/Vancouver,-123.14,49.17
Starbucks,125-167,Richlea Square,Company Owned,"10151 No. 3 Road, Space #8, Terra Nova Village Shopping Centre",Richmond,BC,CA,V7A 4R6,(604) 241-7826,GMT-08:00 America/Vancouver,-123.14,49.14
Starbucks,4349-1305,No.1 & Westminster /TerraNova,Company Owned,"3677 Westminster Highway, Unit #100",Richmond,BC,CA,V6X 2C7,6042071177,GMT-08:00 America/Vancouver,-123.18,49.17
Starbucks,3646-142867,YVR Concourse A Gate A2,Licensed,3211 Grant McConachie Way,Richmond,BC,CA,V7B 1X8,,GMT-08:00 America/Vancouver,-123.18,49.19
Starbucks,72112-2995,Richmond Hospital/Lobby,Licensed,"7000 Westminster Hwy, Vancouver International Airport",Richmond,BC,CA,V6X 1A2,604-244-5540,GMT-08:00 America/Vancouver,-123.15,49.17
Starbucks,72346-6249,YVR Vancouver US Departures,Licensed,3211 Grant McConnachie Way,Richmond,BC,CA,V7B 1X7,604-231-3731,GMT-08:00 America/Vancouver,-123.18,49.2
Starbucks,79604-107924,Safeway - Richmond #138,Licensed,"6140 Blundell Road, Richmond Centre",Richmond,BC,CA,V7C 1H6,,GMT-08:00 America/Vancouver,-123.16,49.16
Starbucks,4426-63922,Richmond Centre,Company Owned,6551 No 3 Road,Richmond,BC,CA,V6Y 2B6,604/233-0511,GMT-08:00 America/Vancouver,-123.14,49.17
Starbucks,79781-133528,Save-on-Foods - Tillicum Victoria,Licensed,108 3170 Tillicum Rd,Saanich,BC,CA,V9A 6T2,,GMT-08:00 America/Vancouver,-123.39,48.45
Starbucks,25625-240506,Gateway Village Saanich,Company Owned,"771 Vernon Avenue, Piccadilly Mall",Saanich,BC,CA,V8X 5A7,2505072099,GMT-08:00 America/Vancouver,-123.38,48.46
Starbucks,17191-176384,Piccadilly Mall - Salmon Arm,Company Owned,"1151 - 10th Avenue SW, 102, Tsain-Ko Village",Salmon Arm,BC,CA,V1E 1T3,250-832-0328,GMT-08:00 America/Vancouver,-119.3,50.69
Starbucks,4673-99704,Tsain-Ko Village Sechelt,Company Owned,5500 Sunshine Coast Highway,Sechelt,BC,CA,V0N 3A1,604-740-8144,GMT-08:00 America/Vancouver,-123.75,49.47
Starbucks,74955-103265,Save-on-Foods - Sidney,Licensed,2345 Beacon Avenue,Sidney,BC,CA,V8L 1W9,,GMT-08:00 America/Vancouver,-123.4,48.65
Starbucks,4262-779,Sidney,Company Owned,2471 Beacon Avenue,Sidney,BC,CA,V8L 1X7,(250) 655-0949,GMT-08:00 America/Vancouver,-123.4,48.65
Starbucks,16202-168426,Compass-Victoria International Airp,Licensed,123-1640 Electra Blvd,Sidney,BC,CA,V8L 5V4,250-655-3718,GMT-08:00 America/Vancouver,-123.43,48.64
Starbucks,79648-107923,Safeway - Smithers #144,Licensed,3664 Highway 16,Smithers,BC,CA,V0J 2N0,2508472622,GMT-08:00 America/Vancouver,-127.19,54.82
Starbucks,194-140,Whiterock,Company Owned,1730 152nd Street,South Surrey,BC,CA,V4A 4N4,(604) 541-1170,GMT-08:00 America/Vancouver,-122.8,49.03
Starbucks,4560-95697,Garibaldi Village - Squamish,Company Owned,"40147 Glenalder Place, Unit 105, Squamish Station",Squamish,BC,CA,V8B 0G2,604-898-9510,GMT-08:00 America/Vancouver,-123.13,49.74
Starbucks,4243-41,Squamish,Company Owned,"1200 Hunter Place, Suite 510",Squamish,BC,CA,V8B 0G8,(604) 815-4334,GMT-08:00 America/Vancouver,-123.15,49.7
Starbucks,74729-97793,Safeway-Surrey #92,Licensed,"7450 120 St, Guildford Town Centre",Surrey,BC,CA,V3W 3M9,604-594-7341,GMT-08:00 America/Vancouver,-122.89,49.14
Teavana,28336-250169,Teavana - Guildford Town Centre,Company Owned,"10355 - 152nd St., Ste. 1079",Surrey,BC,CA,V3R 7C1,604-588-2753,GMT-08:00 America/Vancouver,-122.8,49.19
Starbucks,70382-128708,Safeway-Surrey #1,Licensed,10355 King George Hwy,Surrey,BC,CA,V3T 2W6,,GMT-08:00 America/Vancouver,-122.85,49.19
Starbucks,139-24,Cloverdale,Company Owned,"17967 56th Avenue, Space #6",Surrey,BC,CA,V3S 1E2,(604) 576-7828,GMT-08:00 America/Vancouver,-122.73,49.1
Starbucks,79695-115465,Safeway - Surrey #184,Licensed,7165 138 Street,Surrey,BC,CA,V3W 7T9,,GMT-08:00 America/Vancouver,-122.84,49.13
Starbucks,4593-97123,Tribeca - 152nd & KGB,Company Owned,2670 152nd St,Surrey,BC,CA,V4P 1M8,604-531-7641,GMT-08:00 America/Vancouver,-122.8,49.05
Starbucks,142-25,Ocean Park,Company Owned,"1658 128th Street, #60, Morgan Crossing",Surrey,BC,CA,V4A 3V3,(604) 531-2663,GMT-08:00 America/Vancouver,-122.87,49.03
Starbucks,18290-186230,Morgan Crossing,Company Owned,"15850 26 Ave, 127, Surrey Park Place",Surrey,BC,CA,V3S 0B7,(604) 536-8232,GMT-08:00 America/Vancouver,-122.78,49.05
Starbucks,21565-204745,Surrey Park Place,Company Owned,"9908 King George Boulevard, 203",Surrey,BC,CA,V3T 4G7,6045881845,GMT-08:00 America/Vancouver,-122.84,49.18
Starbucks,4811-104761,108th & 160th - Fraser Heights,Company Owned,"101-15976 108th Avenue, Nordel Annex",Surrey,BC,CA,V4N 5V6,604-582-6233,GMT-08:00 America/Vancouver,-122.78,49.2
Starbucks,4976-128764,Nordel Annex - Nordel & 120th,Company Owned,"12025 Nordel Way, 110, 604-",Surrey,BC,CA,V3W 1W1,604-591-5449,GMT-08:00 America/Vancouver,-122.89,49.16
Starbucks,74757-97374,Safeway-Surrey #47,Licensed,"15355 24 Ave, South Point Exchange",Surrey,BC,CA,V4A 2H9,604-535-8960,GMT-08:00 America/Vancouver,-122.8,49.05
Starbucks,4406-29575,South Surrey Power Centre,Company Owned,"3061 152nd Street, Unit 700, Panarama Village",Surrey,BC,CA,V4P 3K1,604/542-5417,GMT-08:00 America/Vancouver,-122.8,49.06
Starbucks,4783-100748,Panorama Village -Hwy 10 & 152nd,Company Owned,"15161 #10 Hwy, 108, Guildford Town Centre",Surrey,BC,CA,V3S 9A5,(604) 574-0664,GMT-08:00 America/Vancouver,-122.8,49.1
Starbucks,19771-170812,Guildford Town Centre Level 1,Company Owned,1007 - 2695 Guildford Town Centre,Surrey,BC,CA,V3R 7C1,6045844491,GMT-08:00 America/Vancouver,-122.8,49.19
Starbucks,144-16,Newton Village,Company Owned,"7380 King George Highway, Unit # 800, Brick Yard Station",Surrey,BC,CA,V3W 5A5,(604) 597-8892,GMT-08:00 America/Vancouver,-122.84,49.14
Starbucks,17256-103543,Brick Yard Station - Cloverdale,Company Owned,"17455 56 Ave, 130",Surrey,BC,CA,V3S 2X6,604-576-5062,GMT-08:00 America/Vancouver,-122.74,49.11
Starbucks,4468-84041,10174 152nd St - Guildford,Company Owned,"10174 - 152nd Street, City Centre 1",Surrey,BC,CA,V3S 8E7,604-951-6633,GMT-08:00 America/Vancouver,-122.8,49.19
Starbucks,22435-204730,City Centre 1,Company Owned,"13737 96 Avenue, 108, Cedar Hills",Surrey,BC,CA,V3V 0C6,6045859603,GMT-08:00 America/Vancouver,-122.84,49.18
Starbucks,4715-101540,Cedar Hills-96th & 128th,Company Owned,12840 96th Avenue,Surrey,BC,CA,V3V 6A8,(604) 582-2974,GMT-08:00 America/Vancouver,-122.87,49.18
Starbucks,4473-190624,Guildford Town Centre Level 2,Company Owned,"10355 152 St, Unit 1386, Alder Crossing",Surrey,BC,CA,V3R 7C1,604-930-2277,GMT-08:00 America/Vancouver,-122.8,49.19
Starbucks,4596-97669,Alder Crossing - 148th & KGH,Company Owned,"3288 King George Hwy, Unit #1",Surrey,BC,CA,V4P 1A5,604-531-8535,GMT-08:00 America/Vancouver,-122.81,49.06
Starbucks,74758-97376,Safeway-Surrey #62,Licensed,"8860 152 St, London Station",Surrey,BC,CA,V3R 4E4,604-589-4774,GMT-08:00 America/Vancouver,-122.8,49.16
Starbucks,4255-961,London Station,Company Owned,"10362 King George Highway, Clayton Crossing Shopping Centre",Surrey,BC,CA,V3T 2W5,(604) 581-2632,GMT-08:00 America/Vancouver,-122.84,49.19
Starbucks,4620-97785,Clayton Crossing,Company Owned,"18737 Fraser Highway, Unit 103",Surrey,BC,CA,V3S 7Y3,604-575-7800,GMT-08:00 America/Vancouver,-122.7,49.12
Starbucks,4105-119524,Fraser Hwy & 159th,Company Owned,"15941 Fraser Highway, Central City SC",Surrey,BC,CA,V4N 0Y3,604-596-5459,GMT-08:00 America/Vancouver,-122.78,49.16
Starbucks,4941-104025,Central City Shopping Centre,Company Owned,"10153 King George Hwy, 2799, The Village of Grandview Corners",Surrey,BC,CA,V3T 2W1,604-584-9372,GMT-08:00 America/Vancouver,-122.85,49.19
Starbucks,4865-104880,Indigo at Grandview Corners,Company Owned,"2453 161A Street, 10, Central City",Surrey,BC,CA,V3S 9H7,(604) 535-7741,GMT-08:00 America/Vancouver,-122.78,49.05
Teavana,28657-250247,Teavana - Central City,Company Owned,"10153 King George Blvd., Unit 512",Surrey,BC,CA,V3T 2W1,604-583-4018,GMT-08:00 America/Vancouver,-122.84,49.19
Starbucks,175-242,Fleetwood,Company Owned,8898 152nd Street,Surrey,BC,CA,V3R 4E4,(604) 951-9373,GMT-08:00 America/Vancouver,-122.8,49.16
Starbucks,79577-100502,Safeway - Terrace #126,Licensed,4655 Lakelse,Terrace,BC,CA,V8G 1R3,2506357206,GMT-08:00 America/Vancouver,-128.59,54.52
Starbucks,133-256084,Bayside Village,Company Owned,"1359 56th Street, 1",Tsawwassen,BC,CA,V4L 2A2,,GMT-08:00 America/Vancouver,-123.07,49.02
Starbucks,48933-263304,Tsawwassen Mills,Company Owned,"5000 Canoe Pass Way, CRU 647",Tsawwassen,BC,CA,V4M 0B3,6043649875,GMT-08:00 America/Vancouver,-123.08,49.04
Starbucks,74156-31602,Save-on-Foods - Delta,Licensed,1143 56th St,Tsawwassen,BC,CA,V4L 2A2,604-948-9255,GMT-08:00 America/Vancouver,-123.07,49.02
Starbucks,4359-1858,Pacific Blvd & Davie/Concord,Company Owned,125 Davie Street,Vancouver,BC,CA,V6Z 2Y1,604-609-7717,GMT-08:00 America/Vancouver,-123.12,49.27
Starbucks,75973-92562,Westin Bayshore,Licensed,1601 Bayshore Dr,Vancouver,BC,CA,V6G 2V4,,GMT-08:00 America/Vancouver,-123.13,49.29
Starbucks,4576-96682,Cornwall & Cypress,Company Owned,"1895 Cornwall Ave, Vancouver Centre",Vancouver,BC,CA,V6J 1C6,604-733-6211,GMT-08:00 America/Vancouver,-123.15,49.27
Starbucks,4410-30299,Granville & Georgia,Company Owned,720 Granville St,Vancouver,BC,CA,V6Z 1E4,604/633-9801,GMT-08:00 America/Vancouver,-123.12,49.28
Starbucks,4454-82765,1855 Burrard Street,Company Owned,1855 Burrard Street,Vancouver,BC,CA,V6J 3G9,604-733-4205,GMT-08:00 America/Vancouver,-123.15,49.27
Starbucks,74811-99382,Safeway - Vancouver #114,Licensed,890 West 25 Avenue,Vancouver,BC,CA,V5Z 2E2,,GMT-08:00 America/Vancouver,-123.13,49.25
Starbucks,75264-94935,UBC - Fred Kaiser Bldg,Licensed,"2332 Main Mall, UBC Fred Kaiser Bldg, The Melville",Vancouver,BC,CA,V6T 1Z4,604-827-5779,GMT-08:00 America/Vancouver,-123.25,49.26
Starbucks,4625-98621,The Melville - Melville & Bute,Company Owned,580 Bute St,Vancouver,BC,CA,V6E 3M1,604-682-4635,GMT-08:00 America/Vancouver,-123.12,49.29
Starbucks,166-108,West Broadway,Company Owned,2902 West Broadway,Vancouver,BC,CA,V6K 2G8,(604) 736-7876,GMT-08:00 America/Vancouver,-123.17,49.26
Starbucks,4008-106736,Hyatt Regency Vancouver Lobby Licen,Licensed,"655 Burrard Street, Verona at Portico",Vancouver,BC,CA,V6C 2R7,,GMT-08:00 America/Vancouver,-123.12,49.29
